"station_code","specimen_count","verified_identification","lowest_tax_cat","adjusted_latitude","adjusted_longitude","locality","field_number","province_state","island_group","island","bottom","depth_m","study"
"sqr_12",1,"Pristiapogon exostigma","species",9.170194,123.465722,"Central Visayas Region, Siquijor I., San Juan, Paliton [Wall]","SQR-12","Siquijor",NA,"Siquijor I.",NA,"43 ft.","cas_2016"
"zam_05",3,"Pristiapogon fraenatus","species",9.139333,123.229833,"Zambanguita, Mojon dive site","ZAM-05","Negros Oriental",NA,"Negros I.","coral, rubble, sand","33 - 70 ft.","cas_2016"
"sqr_06",1,"Pristiapogon fraenatus","species",9.1712,123.464,"Central Visayas Region, Siquijor I., San Juan, Paliton Wall","SQR-06","Siquijor",NA,"Siquijor I.","coral reef drop-off","60 - 87 ft.","cas_2016"
"dau_09",8,"Pristiapogon fraenatus","species",9.195861,123.274139,"Dauin, VIP Resort reef","DAU-09","Negros Oriental",NA,"Negros I.","coral & sand","30 - 50 ft.","cas_2016"
"dau_15",1,"Pristiapogon fraenatus","species",9.2011,123.2793,"Negros I., Dauin, San Miguel dive site","DAU-15","Negros Oriental",NA,"Negros I.",NA,"79 ft.","cas_2016"
"dau_18",3,"Pristiapogon fraenatus","species",9.196639,123.275111,"Negros I., Dauin, VIP reef","DAU-18","Negros Oriental",NA,"Negros I.","sand w/ some seagrass; slope w/ outcrops","19 ft.","cas_2016"
"sqr_18",1,"Pristiapogon fraenatus","species",9.165361,123.476,"Siquijor I., off Solongon","SQR-18","Siquijor",NA,"Siquijor I.",NA,"50 - 67 ft.","cas_2016"
"dau_18",7,"Pristiapogon kallopterus","species",9.196639,123.275111,"Negros I., Dauin, VIP reef","DAU-18","Negros Oriental",NA,"Negros I.","sand w/ some seagrass; slope w/ outcrops","19 ft.","cas_2016"
"mab_332",3,"Pristicon trimaculatus","species",13.817944,120.904,"Ligpo (dive site)","MAB-332","Batangas",NA,"Luzon I.","base wall, coral & sand","40 - 53 ft.","cas_2016"
"mab_350",1,"Pristicon trimaculatus","species",13.684194,120.8305,"Batangas, Tingloy, SW tip of Maricaban I., Cemetery (dive site)","MAB-350","Batangas","Zapato Is.","Maricaban I.",NA,"0 - 5 ft.","cas_2016"
"dau_15",1,"Pseudamia amblyuroptera","species",9.2011,123.2793,"Negros I., Dauin, San Miguel dive site","DAU-15","Negros Oriental",NA,"Negros I.",NA,"79 ft.","cas_2016"
"mab_308",1,"Pseudamia gelatinosa","species",13.717278,120.872472,"Batangas, Mabini, Koala (dive site)","MAB-308","Batangas",NA,"Luzon I.",NA,"10 - 19 ft.","cas_2016"
"sqr_18",8,"Siphamia jebbi","species",9.165361,123.476,"Siquijor I., off Solongon","SQR-18","Siquijor",NA,"Siquijor I.",NA,"50 - 67 ft.","cas_2016"
"mab_356",1,"Siphamia spinicola","species",13.687556,120.832611,"Batangas, Tingloy, SW tip of Maricaban I., ""MYC"" (Mabini Yacht Club) [painted on a rock]","MAB-356","Batangas","Zapato Is.","Maricaban I.","sand, rock, sparse coral","45 - 70 ft.","cas_2016"
"mab_307",7,"Siphamia tubifer","species",13.686611,120.891417,"Batangas, Mabini, Basketball (dive site)","MAB-307","Batangas",NA,"Luzon I.",NA,"94 ft.","cas_2016"
"mab_321",1,"Atherinomorus endrachtensis","species",13.687944,120.841333,"Batangas, Tingloy, between Maricaban & Caban Islands, off Caban I., Layag-Layag.","MAB-321","Batangas",NA,"Caban I.",NA,"0 - 3 ft.","cas_2016"
"mab_321",36,"Atherion elymus","species",13.687944,120.841333,"Batangas, Tingloy, between Maricaban & Caban Islands, off Caban I., Layag-Layag.","MAB-321","Batangas",NA,"Caban I.",NA,"0 - 3 ft.","cas_2016"
"mab_333",5,"Hypoatherina tropicalis","species",13.674,120.911028,"Batangas, Bauan, between Ligpo and Dive & Trek.","MAB-333","Batangas",NA,"Luzon I.","rock intertidal surge channels","0 - 10 ft.","cas_2016"
"mab_308",1,"Aulostomus chinensis","species",13.717278,120.872472,"Batangas, Mabini, Koala (dive site)","MAB-308","Batangas",NA,"Luzon I.",NA,"10 - 19 ft.","cas_2016"
"zam_08",1,"Balistapus undulatus","species",9.1044,123.2086,"Zambanguita, ""Busak"" (Basak?)","ZAM-08","Negros Oriental",NA,"Negros I.","sand, rock, sponge","70 ft.","cas_2016"
"sia_03",1,"Balistapus undulatus","species",9.0473,123.1194,"Siaton, Siit (reef / dive site)","SIA-03","Negros Oriental",NA,"Negros I.",NA,"20 - 60 ft.","cas_2016"
"sia_06",2,"Balistapus undulatus","species",9.0504,123.1149,"Siaton, Tambobo (dive site)","SIA-06","Negros Oriental",NA,"Negros I.","coral sand","20 - 30 ft.","cas_2016"
"sqr_18",1,"Balistapus undulatus","species",9.165361,123.476,"Siquijor I., off Solongon","SQR-18","Siquijor",NA,"Siquijor I.",NA,"50 - 67 ft.","cas_2016"
"sqr_21",1,"Balistapus undulatus","species",9.1375,123.514556,"Siquijor I., Tubod South","SQR-21","Siquijor",NA,"Siquijor I.",NA,"0 - 16 ft.","cas_2016"
"mab_308",2,"Balistapus undulatus","species",13.717278,120.872472,"Batangas, Mabini, Koala (dive site)","MAB-308","Batangas",NA,"Luzon I.",NA,"10 - 19 ft.","cas_2016"
"mab_321",1,"Balistapus undulatus","species",13.687944,120.841333,"Batangas, Tingloy, between Maricaban & Caban Islands, off Caban I., Layag-Layag.","MAB-321","Batangas",NA,"Caban I.",NA,"0 - 3 ft.","cas_2016"
"mab_332",1,"Balistapus undulatus","species",13.817944,120.904,"Ligpo (dive site)","MAB-332","Batangas",NA,"Luzon I.","base wall, coral & sand","40 - 53 ft.","cas_2016"
"mab_333",1,"Balistapus undulatus","species",13.674,120.911028,"Batangas, Bauan, between Ligpo and Dive & Trek.","MAB-333","Batangas",NA,"Luzon I.","rock intertidal surge channels","0 - 10 ft.","cas_2016"
"mab_319",1,"Odonus niger","species",13.688167,120.827278,"Batangas, Tingloy, Sepok (dive site)","MAB-319","Batangas",NA,"Luzon I.",NA,"85 ft.","cas_2016"
"mab_342",1,"Odonus niger","species",13.659028,120.837389,"Batangas, Tingloy, south side of Maricaban I., Batalang Bato (""Kitchen Rock"").","MAB-342","Batangas","Zapato Is.","Maricaban I.",NA,"45 - 63 ft.","cas_2016"
"sqr_21",1,"Alticus montanoi","species",9.1375,123.514556,"Siquijor I., Tubod South","SQR-21","Siquijor",NA,"Siquijor I.",NA,"0 - 16 ft.","cas_2016"
"mab_321",3,"Andamia reyi","species",13.687944,120.841333,"Batangas, Tingloy, between Maricaban & Caban Islands, off Caban I., Layag-Layag.","MAB-321","Batangas",NA,"Caban I.",NA,"0 - 3 ft.","cas_2016"
"sqr_06",1,"Atrosalarias hosokawai","species",9.1712,123.464,"Central Visayas Region, Siquijor I., San Juan, Paliton Wall","SQR-06","Siquijor",NA,"Siquijor I.","coral reef drop-off","60 - 87 ft.","cas_2016"
"mab_350",1,"Blenniella interrupta","species",13.684194,120.8305,"Batangas, Tingloy, SW tip of Maricaban I., Cemetery (dive site)","MAB-350","Batangas","Zapato Is.","Maricaban I.",NA,"0 - 5 ft.","cas_2016"
"sqr_21",1,"Cirripectes castaneus","species",9.1375,123.514556,"Siquijor I., Tubod South","SQR-21","Siquijor",NA,"Siquijor I.",NA,"0 - 16 ft.","cas_2016"
"sqr_21",2,"Cirripectes filamentosus","species",9.1375,123.514556,"Siquijor I., Tubod South","SQR-21","Siquijor",NA,"Siquijor I.",NA,"0 - 16 ft.","cas_2016"
"mab_321",1,"Cirripectes filamentosus","species",13.687944,120.841333,"Batangas, Tingloy, between Maricaban & Caban Islands, off Caban I., Layag-Layag.","MAB-321","Batangas",NA,"Caban I.",NA,"0 - 3 ft.","cas_2016"
"mab_350",1,"Cirripectes filamentosus","species",13.684194,120.8305,"Batangas, Tingloy, SW tip of Maricaban I., Cemetery (dive site)","MAB-350","Batangas","Zapato Is.","Maricaban I.",NA,"0 - 5 ft.","cas_2016"
"mab_321",1,"Cirripectes polyzona","species",13.687944,120.841333,"Batangas, Tingloy, between Maricaban & Caban Islands, off Caban I., Layag-Layag.","MAB-321","Batangas",NA,"Caban I.",NA,"0 - 3 ft.","cas_2016"
"mab_333",1,"Cirripectes polyzona","species",13.674,120.911028,"Batangas, Bauan, between Ligpo and Dive & Trek.","MAB-333","Batangas",NA,"Luzon I.","rock intertidal surge channels","0 - 10 ft.","cas_2016"
"sqr_21",3,"Ecsenius monoculus","species",9.1375,123.514556,"Siquijor I., Tubod South","SQR-21","Siquijor",NA,"Siquijor I.",NA,"0 - 16 ft.","cas_2016"
"sqr_21",2,"Entomacrodus caudofasciatus","species",9.1375,123.514556,"Siquijor I., Tubod South","SQR-21","Siquijor",NA,"Siquijor I.",NA,"0 - 16 ft.","cas_2016"
"mab_321",10,"Entomacrodus caudofasciatus","species",13.687944,120.841333,"Batangas, Tingloy, between Maricaban & Caban Islands, off Caban I., Layag-Layag.","MAB-321","Batangas",NA,"Caban I.",NA,"0 - 3 ft.","cas_2016"
"mab_333",10,"Entomacrodus caudofasciatus","species",13.674,120.911028,"Batangas, Bauan, between Ligpo and Dive & Trek.","MAB-333","Batangas",NA,"Luzon I.","rock intertidal surge channels","0 - 10 ft.","cas_2016"
"mab_350",3,"Entomacrodus caudofasciatus","species",13.684194,120.8305,"Batangas, Tingloy, SW tip of Maricaban I., Cemetery (dive site)","MAB-350","Batangas","Zapato Is.","Maricaban I.",NA,"0 - 5 ft.","cas_2016"
"mab_333",3,"Entomacrodus decussatus","species",13.674,120.911028,"Batangas, Bauan, between Ligpo and Dive & Trek.","MAB-333","Batangas",NA,"Luzon I.","rock intertidal surge channels","0 - 10 ft.","cas_2016"
"mab_333",6,"Entomacrodus longicirrus","species",13.674,120.911028,"Batangas, Bauan, between Ligpo and Dive & Trek.","MAB-333","Batangas",NA,"Luzon I.","rock intertidal surge channels","0 - 10 ft.","cas_2016"
"mab_350",1,"Entomacrodus longicirrus","species",13.684194,120.8305,"Batangas, Tingloy, SW tip of Maricaban I., Cemetery (dive site)","MAB-350","Batangas","Zapato Is.","Maricaban I.",NA,"0 - 5 ft.","cas_2016"
"sqr_21",1,"Entomacrodus thalassinus","species",9.1375,123.514556,"Siquijor I., Tubod South","SQR-21","Siquijor",NA,"Siquijor I.",NA,"0 - 16 ft.","cas_2016"
"mab_321",2,"Entomacrodus thalassinus","species",13.687944,120.841333,"Batangas, Tingloy, between Maricaban & Caban Islands, off Caban I., Layag-Layag.","MAB-321","Batangas",NA,"Caban I.",NA,"0 - 3 ft.","cas_2016"
"dau_09",1,"Meiacanthus grammistes","species",9.195861,123.274139,"Dauin, VIP Resort reef","DAU-09","Negros Oriental",NA,"Negros I.","coral & sand","30 - 50 ft.","cas_2016"
"mab_356",1,"Meiacanthus grammistes","species",13.687556,120.832611,"Batangas, Tingloy, SW tip of Maricaban I., ""MYC"" (Mabini Yacht Club) [painted on a rock]","MAB-356","Batangas","Zapato Is.","Maricaban I.","sand, rock, sparse coral","45 - 70 ft.","cas_2016"
"zam_08",10,"Petroscirtes breviceps","species",9.1044,123.2086,"Zambanguita, ""Busak"" (Basak?)","ZAM-08","Negros Oriental",NA,"Negros I.","sand, rock, sponge","70 ft.","cas_2016"
"mab_333",1,"Praealticus striatus","species",13.674,120.911028,"Batangas, Bauan, between Ligpo and Dive & Trek.","MAB-333","Batangas",NA,"Luzon I.","rock intertidal surge channels","0 - 10 ft.","cas_2016"
"mab_321",1,"Salarias fasciatus","species",13.687944,120.841333,"Batangas, Tingloy, between Maricaban & Caban Islands, off Caban I., Layag-Layag.","MAB-321","Batangas",NA,"Caban I.",NA,"0 - 3 ft.","cas_2016"
"mab_350",4,"Salarias fasciatus","species",13.684194,120.8305,"Batangas, Tingloy, SW tip of Maricaban I., Cemetery (dive site)","MAB-350","Batangas","Zapato Is.","Maricaban I.",NA,"0 - 5 ft.","cas_2016"
"mab_321",2,"Salarias sinuosus","species",13.687944,120.841333,"Batangas, Tingloy, between Maricaban & Caban Islands, off Caban I., Layag-Layag.","MAB-321","Batangas",NA,"Caban I.",NA,"0 - 3 ft.","cas_2016"
"zam_05",1,"Asterorhombus intermedius","species",9.139333,123.229833,"Zambanguita, Mojon dive site","ZAM-05","Negros Oriental",NA,"Negros I.","coral, rubble, sand","33 - 70 ft.","cas_2016"
"dau_15",1,"Bothus pantherinus","species",9.2011,123.2793,"Negros I., Dauin, San Miguel dive site","DAU-15","Negros Oriental",NA,"Negros I.",NA,"79 ft.","cas_2016"
"mab_307",1,"Engyprosopon macrolepis","species",13.686611,120.891417,"Batangas, Mabini, Basketball (dive site)","MAB-307","Batangas",NA,"Luzon I.",NA,"94 ft.","cas_2016"
"mab_307",6,"Bythitidae","family",13.686611,120.891417,"Batangas, Mabini, Basketball (dive site)","MAB-307","Batangas",NA,"Luzon I.",NA,"94 ft.","cas_2016"
"mab_319",2,"Bythitidae","family",13.688167,120.827278,"Batangas, Tingloy, Sepok (dive site)","MAB-319","Batangas",NA,"Luzon I.",NA,"85 ft.","cas_2016"
"mab_342",7,"Bythitidae","family",13.659028,120.837389,"Batangas, Tingloy, south side of Maricaban I., Batalang Bato (""Kitchen Rock"").","MAB-342","Batangas","Zapato Is.","Maricaban I.",NA,"45 - 63 ft.","cas_2016"
"mab_350",1,"Bythitidae","family",13.684194,120.8305,"Batangas, Tingloy, SW tip of Maricaban I., Cemetery (dive site)","MAB-350","Batangas","Zapato Is.","Maricaban I.",NA,"0 - 5 ft.","cas_2016"
"mab_355",1,"Bythitidae","family",13.650917,120.841306,"Batangas, Tingloy, south side of Maricaban I., Devil's Point (dive site)","MAB-355","Batangas","Zapato Is.","Maricaban I.",NA,"117 ft.","cas_2016"
"mab_332",2,"Diplogrammus goramensis","species",13.817944,120.904,"Ligpo (dive site)","MAB-332","Batangas",NA,"Luzon I.","base wall, coral & sand","40 - 53 ft.","cas_2016"
"zam_08",2,"Synchiropus","genus",9.1044,123.2086,"Zambanguita, ""Busak"" (Basak?)","ZAM-08","Negros Oriental",NA,"Negros I.","sand, rock, sponge","70 ft.","cas_2016"
"mab_321",5,"Synchiropus","genus",13.687944,120.841333,"Batangas, Tingloy, between Maricaban & Caban Islands, off Caban I., Layag-Layag.","MAB-321","Batangas",NA,"Caban I.",NA,"0 - 3 ft.","cas_2016"
"mab_356",2,"Synchiropus","genus",13.687556,120.832611,"Batangas, Tingloy, SW tip of Maricaban I., ""MYC"" (Mabini Yacht Club) [painted on a rock]","MAB-356","Batangas","Zapato Is.","Maricaban I.","sand, rock, sparse coral","45 - 70 ft.","cas_2016"
"mab_308",1,"Synchiropus","genus",13.717278,120.872472,"Batangas, Mabini, Koala (dive site)","MAB-308","Batangas",NA,"Luzon I.",NA,"10 - 19 ft.","cas_2016"
"mab_349",1,"Synchiropus morrisoni","species",13.651028,120.841389,"Batangas, Tingloy, south side of Maricaban I., Devil's Point (dive site)","MAB-349","Batangas","Zapato Is.","Maricaban I.",NA,"100 - 130 ft.","cas_2016"
"dau_15",1,"Synchiropus ocellatus","species",9.2011,123.2793,"Negros I., Dauin, San Miguel dive site","DAU-15","Negros Oriental",NA,"Negros I.",NA,"79 ft.","cas_2016"
"mab_350",7,"Synchiropus ocellatus","species",13.684194,120.8305,"Batangas, Tingloy, SW tip of Maricaban I., Cemetery (dive site)","MAB-350","Batangas","Zapato Is.","Maricaban I.",NA,"0 - 5 ft.","cas_2016"
"sia_06",1,"Synchiropus splendidus","species",9.0504,123.1149,"Siaton, Tambobo (dive site)","SIA-06","Negros Oriental",NA,"Negros I.","coral sand","20 - 30 ft.","cas_2016"
"sia_06",1,"Chaetodon baronessa","species",9.0504,123.1149,"Siaton, Tambobo (dive site)","SIA-06","Negros Oriental",NA,"Negros I.","coral sand","20 - 30 ft.","cas_2016"
"mab_308",1,"Chaetodon baronessa","species",13.717278,120.872472,"Batangas, Mabini, Koala (dive site)","MAB-308","Batangas",NA,"Luzon I.",NA,"10 - 19 ft.","cas_2016"
"zam_05",1,"Chaetodon kleinii","species",9.139333,123.229833,"Zambanguita, Mojon dive site","ZAM-05","Negros Oriental",NA,"Negros I.","coral, rubble, sand","33 - 70 ft.","cas_2016"
"sia_06",11,"Chaetodon kleinii","species",9.0504,123.1149,"Siaton, Tambobo (dive site)","SIA-06","Negros Oriental",NA,"Negros I.","coral sand","20 - 30 ft.","cas_2016"
"dau_15",1,"Chaetodon kleinii","species",9.2011,123.2793,"Negros I., Dauin, San Miguel dive site","DAU-15","Negros Oriental",NA,"Negros I.",NA,"79 ft.","cas_2016"
"mab_308",1,"Chaetodon kleinii","species",13.717278,120.872472,"Batangas, Mabini, Koala (dive site)","MAB-308","Batangas",NA,"Luzon I.",NA,"10 - 19 ft.","cas_2016"
"mab_319",4,"Chaetodon kleinii","species",13.688167,120.827278,"Batangas, Tingloy, Sepok (dive site)","MAB-319","Batangas",NA,"Luzon I.",NA,"85 ft.","cas_2016"
"mab_320",1,"Chaetodon kleinii","species",13.670139,120.850694,"Batangas, Tingloy, Dapdapan","MAB-320","Batangas","Zapato Is.","Maricaban I.",NA,"64 ft.","cas_2016"
"mab_356",1,"Chaetodon kleinii","species",13.687556,120.832611,"Batangas, Tingloy, SW tip of Maricaban I., ""MYC"" (Mabini Yacht Club) [painted on a rock]","MAB-356","Batangas","Zapato Is.","Maricaban I.","sand, rock, sparse coral","45 - 70 ft.","cas_2016"
"mab_342",1,"Chaetodon lunulatus","species",13.659028,120.837389,"Batangas, Tingloy, south side of Maricaban I., Batalang Bato (""Kitchen Rock"").","MAB-342","Batangas","Zapato Is.","Maricaban I.",NA,"45 - 63 ft.","cas_2016"
"sqr_12",1,"Heniochus chrysostomus","species",9.170194,123.465722,"Central Visayas Region, Siquijor I., San Juan, Paliton [Wall]","SQR-12","Siquijor",NA,"Siquijor I.",NA,"43 ft.","cas_2016"
"sqr_06",2,"Heniochus varius","species",9.1712,123.464,"Central Visayas Region, Siquijor I., San Juan, Paliton Wall","SQR-06","Siquijor",NA,"Siquijor I.","coral reef drop-off","60 - 87 ft.","cas_2016"
"sqr_18",1,"Kaupichthys atronasus","species",9.165361,123.476,"Siquijor I., off Solongon","SQR-18","Siquijor",NA,"Siquijor I.",NA,"50 - 67 ft.","cas_2016"
"sia_03",2,"Kaupichthys brachychirus","species",9.0473,123.1194,"Siaton, Siit (reef / dive site)","SIA-03","Negros Oriental",NA,"Negros I.",NA,"20 - 60 ft.","cas_2016"
"sia_06",1,"Kaupichthys brachychirus","species",9.0504,123.1149,"Siaton, Tambobo (dive site)","SIA-06","Negros Oriental",NA,"Negros I.","coral sand","20 - 30 ft.","cas_2016"
"sqr_12",3,"Kaupichthys brachychirus","species",9.170194,123.465722,"Central Visayas Region, Siquijor I., San Juan, Paliton [Wall]","SQR-12","Siquijor",NA,"Siquijor I.",NA,"43 ft.","cas_2016"
"sqr_18",2,"Kaupichthys brachychirus","species",9.165361,123.476,"Siquijor I., off Solongon","SQR-18","Siquijor",NA,"Siquijor I.",NA,"50 - 67 ft.","cas_2016"
"mab_308",1,"Kaupichthys brachychirus","species",13.717278,120.872472,"Batangas, Mabini, Koala (dive site)","MAB-308","Batangas",NA,"Luzon I.",NA,"10 - 19 ft.","cas_2016"
"mab_332",1,"Kaupichthys brachychirus","species",13.817944,120.904,"Ligpo (dive site)","MAB-332","Batangas",NA,"Luzon I.","base wall, coral & sand","40 - 53 ft.","cas_2016"
"mab_342",2,"Kaupichthys brachychirus","species",13.659028,120.837389,"Batangas, Tingloy, south side of Maricaban I., Batalang Bato (""Kitchen Rock"").","MAB-342","Batangas","Zapato Is.","Maricaban I.",NA,"45 - 63 ft.","cas_2016"
"mab_350",1,"Kaupichthys brachychirus","species",13.684194,120.8305,"Batangas, Tingloy, SW tip of Maricaban I., Cemetery (dive site)","MAB-350","Batangas","Zapato Is.","Maricaban I.",NA,"0 - 5 ft.","cas_2016"
"zam_05",4,"Kaupichthys diodontus","species",9.139333,123.229833,"Zambanguita, Mojon dive site","ZAM-05","Negros Oriental",NA,"Negros I.","coral, rubble, sand","33 - 70 ft.","cas_2016"
"mab_319",1,"Kaupichthys diodontus","species",13.688167,120.827278,"Batangas, Tingloy, Sepok (dive site)","MAB-319","Batangas",NA,"Luzon I.",NA,"85 ft.","cas_2016"
"mab_332",1,"Kaupichthys diodontus","species",13.817944,120.904,"Ligpo (dive site)","MAB-332","Batangas",NA,"Luzon I.","base wall, coral & sand","40 - 53 ft.","cas_2016"
"zam_08",14,"Cirrhitichthys aprinus","species",9.1044,123.2086,"Zambanguita, ""Busak"" (Basak?)","ZAM-08","Negros Oriental",NA,"Negros I.","sand, rock, sponge","70 ft.","cas_2016"
"mab_307",3,"Cirrhitichthys aprinus","species",13.686611,120.891417,"Batangas, Mabini, Basketball (dive site)","MAB-307","Batangas",NA,"Luzon I.",NA,"94 ft.","cas_2016"
"mab_319",1,"Cirrhitichthys aprinus","species",13.688167,120.827278,"Batangas, Tingloy, Sepok (dive site)","MAB-319","Batangas",NA,"Luzon I.",NA,"85 ft.","cas_2016"
"mab_342",1,"Cirrhitichthys falco","species",13.659028,120.837389,"Batangas, Tingloy, south side of Maricaban I., Batalang Bato (""Kitchen Rock"").","MAB-342","Batangas","Zapato Is.","Maricaban I.",NA,"45 - 63 ft.","cas_2016"
"sqr_21",1,"Cirrhitus pinnulatus","species",9.1375,123.514556,"Siquijor I., Tubod South","SQR-21","Siquijor",NA,"Siquijor I.",NA,"0 - 16 ft.","cas_2016"
"mab_319",10,"Cyprinocirrhites polyactis","species",13.688167,120.827278,"Batangas, Tingloy, Sepok (dive site)","MAB-319","Batangas",NA,"Luzon I.",NA,"85 ft.","cas_2016"
"sqr_15",1,"Spratelloides delicatulus","species",9.178722,123.454694,"Siquijor I., Tambesan","SQR-15","Siquijor",NA,"Siquijor I.","short seagrass","0 -5 ft.","cas_2016"
"sqr_21",48,"Spratelloides delicatulus","species",9.1375,123.514556,"Siquijor I., Tubod South","SQR-21","Siquijor",NA,"Siquijor I.",NA,"0 - 16 ft.","cas_2016"
"mab_321",13,"Spratelloides delicatulus","species",13.687944,120.841333,"Batangas, Tingloy, between Maricaban & Caban Islands, off Caban I., Layag-Layag.","MAB-321","Batangas",NA,"Caban I.",NA,"0 - 3 ft.","cas_2016"
"sqr_21",518,"Spratelloides gracilis","species",9.1375,123.514556,"Siquijor I., Tubod South","SQR-21","Siquijor",NA,"Siquijor I.",NA,"0 - 16 ft.","cas_2016"
"mab_350",232,"Spratelloides gracilis","species",13.684194,120.8305,"Batangas, Tingloy, SW tip of Maricaban I., Cemetery (dive site)","MAB-350","Batangas","Zapato Is.","Maricaban I.",NA,"0 - 5 ft.","cas_2016"
"mab_321",2,"Conger cinereus","species",13.687944,120.841333,"Batangas, Tingloy, between Maricaban & Caban Islands, off Caban I., Layag-Layag.","MAB-321","Batangas",NA,"Caban I.",NA,"0 - 3 ft.","cas_2016"
"mab_333",1,"Conger cinereus","species",13.674,120.911028,"Batangas, Bauan, between Ligpo and Dive & Trek.","MAB-333","Batangas",NA,"Luzon I.","rock intertidal surge channels","0 - 10 ft.","cas_2016"
"dau_18",11,"Heteroconger polyzona","species",9.196639,123.275111,"Negros I., Dauin, VIP reef","DAU-18","Negros Oriental",NA,"Negros I.","sand w/ some seagrass; slope w/ outcrops","19 ft.","cas_2016"
"sqr_09",5,"Limnichthys nitidus","species",9.1787,123.4545,"Central Visayas Region, Siquijor I., San Juan, Agak-ak Point","SQR-09","Siquijor",NA,"Siquijor I.","mostly sand, some rock & algae",NA,"cas_2016"
"mab_342",1,"Limnichthys nitidus","species",13.659028,120.837389,"Batangas, Tingloy, south side of Maricaban I., Batalang Bato (""Kitchen Rock"").","MAB-342","Batangas","Zapato Is.","Maricaban I.",NA,"45 - 63 ft.","cas_2016"
